"Protein names","unique_genes","unique_organisms","Measure","Value"
"Serine/threonine-protein kinase PBS1 (EC 2.7.11.1) (AvrPphB susceptible protein 1)","PBS1 At5g13160 T19L5.120","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",50384
"Serine/threonine-protein kinase PRP4 homolog (EC 2.7.11.1) (PRP4 kinase) (PRP4 pre-mRNA-processing factor 4 homolog)","PRP4K KIAA0536 PRP4 PRP4B PRP4H PRPF4K","Homo sapiens (Human)","mean_length",1007
"Serine/threonine-protein kinase PRP4 homolog (EC 2.7.11.1) (PRP4 kinase) (PRP4 pre-mRNA-processing factor 4 homolog)","PRP4K KIAA0536 PRP4 PRP4B PRP4H PRPF4K","Homo sapiens (Human)","mean_mass",116987
"Serine/threonine-protein kinase RHS3 (EC 2.7.11.1) (AGC serine/threonine-protein kinase subfamily 1 member 6) (Protein ROOT HAIR SPECIFIC 3)","RHS3 AGC1-6 At1g16440 F3O9.24","Arabidopsis thaliana (Mouse-ear cress)","mean_length",499
"Serine/threonine-protein kinase RHS3 (EC 2.7.11.1) (AGC serine/threonine-protein kinase subfamily 1 member 6) (Protein ROOT HAIR SPECIFIC 3)","RHS3 AGC1-6 At1g16440 F3O9.24","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",56130
"Serine/threonine-protein kinase SRK2A (EC 2.7.11.1) (Arabidopsis protein SK1) (OST1-kinase-like 7) (SNF1-related kinase 2.4) (SnRK2.4)","SRK2A ASK1 OSKL7 SNRK2.4 At1g10940 T19D16.14","Arabidopsis thaliana (Mouse-ear cress)","mean_length",363
"Serine/threonine-protein kinase SRK2A (EC 2.7.11.1) (Arabidopsis protein SK1) (OST1-kinase-like 7) (SNF1-related kinase 2.4) (SnRK2.4)","SRK2A ASK1 OSKL7 SNRK2.4 At1g10940 T19D16.14","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",41169
"Serine/threonine-protein kinase SRK2D (EC 2.7.11.1) (OST1-kinase-like 3) (Protein ATHPROKIN A) (SNF1-related kinase 2.2) (SnRK2.2)","SRK2D OSKL3 SNRK2.2 SPK2 At3g50500 T20E23.100","Arabidopsis thaliana (Mouse-ear cress)","mean_length",362
"Serine/threonine-protein kinase SRK2D (EC 2.7.11.1) (OST1-kinase-like 3) (Protein ATHPROKIN A) (SNF1-related kinase 2.2) (SnRK2.2)","SRK2D OSKL3 SNRK2.2 SPK2 At3g50500 T20E23.100","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",41207
"Serine/threonine-protein kinase SRK2E (EC 2.7.11.1) (Protein OPEN STOMATA 1) (SNF1-related kinase 2.6) (SnRK2.6) (Serine/threonine-protein kinase OST1)","SRK2E OST1 SNRK2.6 At4g33950 F17I5.140","Arabidopsis thaliana (Mouse-ear cress)","mean_length",362
"Serine/threonine-protein kinase SRK2E (EC 2.7.11.1) (Protein OPEN STOMATA 1) (SNF1-related kinase 2.6) (SnRK2.6) (Serine/threonine-protein kinase OST1)","SRK2E OST1 SNRK2.6 At4g33950 F17I5.140","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",41048
"Serine/threonine-protein kinase SRK2G (EC 2.7.11.1) (Arabidopsis protein SK1) (OST1-kinase-like 8) (SNF1-related kinase 2.1) (SnRK2.1)","SRK2G ASK2 OSKL8 SNRK2.1 At5g08590 MAH20.15","Arabidopsis thaliana (Mouse-ear cress)","mean_length",353
"Serine/threonine-protein kinase SRK2G (EC 2.7.11.1) (Arabidopsis protein SK1) (OST1-kinase-like 8) (SNF1-related kinase 2.1) (SnRK2.1)","SRK2G ASK2 OSKL8 SNRK2.1 At5g08590 MAH20.15","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",40198
"Serine/threonine-protein kinase SRK2I (EC 2.7.11.1) (OST1-kinase-like 2) (Protein ATHPROKIN B) (SNF1-related kinase 2.3) (SnRK2.3)","SRK2I 41K OSKL2 SNRK2.3 At5g66880 MUD21.14","Arabidopsis thaliana (Mouse-ear cress)","mean_length",361
"Serine/threonine-protein kinase SRK2I (EC 2.7.11.1) (OST1-kinase-like 2) (Protein ATHPROKIN B) (SNF1-related kinase 2.3) (SnRK2.3)","SRK2I 41K OSKL2 SNRK2.3 At5g66880 MUD21.14","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",41085
"Serine/threonine-protein kinase TIO (EC 2.7.11.1) (Fused homolog) (AtFUSED) (Protein TWO-IN-ONE) (AtTIO)","TIO FU At1g50240 F14I3.15","Arabidopsis thaliana (Mouse-ear cress)","mean_length",1322
"Serine/threonine-protein kinase TIO (EC 2.7.11.1) (Fused homolog) (AtFUSED) (Protein TWO-IN-ONE) (AtTIO)","TIO FU At1g50240 F14I3.15","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",145414
"Serine/threonine-protein kinase TOR (EC 2.7.11.1) (Protein TARGET OF RAPAMYCIN) (AtTOR)","TOR At1g50030 F2J10.19","Arabidopsis thaliana (Mouse-ear cress)","mean_length",2481
"Serine/threonine-protein kinase TOR (EC 2.7.11.1) (Protein TARGET OF RAPAMYCIN) (AtTOR)","TOR At1g50030 F2J10.19","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",279190
"Serine/threonine-protein kinase TOUSLED (EC 2.7.11.1)","TOUSLED TSL At5g20930 F22D1.100","Arabidopsis thaliana (Mouse-ear cress)","mean_length",688
"Serine/threonine-protein kinase TOUSLED (EC 2.7.11.1)","TOUSLED TSL At5g20930 F22D1.100","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",78149
"Serine/threonine-protein kinase VIK (EC 2.7.11.1) (VH1-interacting kinase)","VIK At1g14000 F16A14.22 F7A19.9","Arabidopsis thaliana (Mouse-ear cress)","mean_length",438
"Serine/threonine-protein kinase VIK (EC 2.7.11.1) (VH1-interacting kinase)","VIK At1g14000 F16A14.22 F7A19.9","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",49335
"Serine/threonine-protein kinase WNK8 (AtWNK8) (EC 2.7.11.1) (Protein kinase with no lysine 8)","WNK8 At5g41990 MJC20.9","Arabidopsis thaliana (Mouse-ear cress)","mean_length",563
"Serine/threonine-protein kinase WNK8 (AtWNK8) (EC 2.7.11.1) (Protein kinase with no lysine 8)","WNK8 At5g41990 MJC20.9","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",63803
"Serine/threonine-protein kinase tousled-like 1 (EC 2.7.11.1) (PKU-beta) (Tousled-like kinase 1)","TLK1 KIAA0137","Homo sapiens (Human)","mean_length",766
"Serine/threonine-protein kinase tousled-like 1 (EC 2.7.11.1) (PKU-beta) (Tousled-like kinase 1)","TLK1 KIAA0137","Homo sapiens (Human)","mean_mass",86700
"Serine/threonine-protein kinase tousled-like 2 (EC 2.7.11.1) (HsHPK) (PKU-alpha) (Tousled-like kinase 2)","TLK2","Homo sapiens (Human)","mean_length",772
"Serine/threonine-protein kinase tousled-like 2 (EC 2.7.11.1) (HsHPK) (PKU-alpha) (Tousled-like kinase 2)","TLK2","Homo sapiens (Human)","mean_mass",87661
"Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform (PP2A subunit B isoform B55-alpha) (PP2A subunit B isoform PR55-alpha) (PP2A subunit B isoform R2-alpha) (PP2A subunit B isoform alpha)","PPP2R2A","Homo sapiens (Human)","mean_length",447
"Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform (PP2A subunit B isoform B55-alpha) (PP2A subunit B isoform PR55-alpha) (PP2A subunit B isoform R2-alpha) (PP2A subunit B isoform alpha)","PPP2R2A","Homo sapiens (Human)","mean_mass",51692
"Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform (PP2A B subunit isoform B'-alpha) (PP2A B subunit isoform B56-alpha) (PP2A B subunit isoform PR61-alpha) (PR61alpha) (PP2A B subunit isoform R5-alpha)","PPP2R5A","Homo sapiens (Human)","mean_length",486
"Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform (PP2A B subunit isoform B'-alpha) (PP2A B subunit isoform B56-alpha) (PP2A B subunit isoform PR61-alpha) (PR61alpha) (PP2A B subunit isoform R5-alpha)","PPP2R5A","Homo sapiens (Human)","mean_mass",56194
"Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform (AtA alpha) (PP2A, subunit A, alpha isoform) (PR-65 A) (Protein ROOTS CURL IN NAPHTHYLPHTHALAMIC ACID 1) (Protein enhancer of ethylene-response 1)","PP2AA1 EER1 RCN1 REGA At1g25490 F2J7.19","Arabidopsis thaliana (Mouse-ear cress)","mean_length",588
"Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform (AtA alpha) (PP2A, subunit A, alpha isoform) (PR-65 A) (Protein ROOTS CURL IN NAPHTHYLPHTHALAMIC ACID 1) (Protein enhancer of ethylene-response 1)","PP2AA1 EER1 RCN1 REGA At1g25490 F2J7.19","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",65494
"Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform (Medium tumor antigen-associated 61 kDa protein) (PP2A subunit A isoform PR65-alpha) (PP2A subunit A isoform R1-alpha)","PPP2R1A","Homo sapiens (Human)","mean_length",589
"Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform (Medium tumor antigen-associated 61 kDa protein) (PP2A subunit A isoform PR65-alpha) (PP2A subunit A isoform R1-alpha)","PPP2R1A","Homo sapiens (Human)","mean_mass",65309
"Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform (AtA beta) (PP2A, subunit A, beta isoform)","PP2AA2 DF1 At3g25800 K13N2.14","Arabidopsis thaliana (Mouse-ear cress)","mean_length",587
"Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform (AtA beta) (PP2A, subunit A, beta isoform)","PP2AA2 DF1 At3g25800 K13N2.14","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",65598
"Serine/threonine-protein phosphatase 4 catalytic subunit (PP4C) (Pp4) (EC 3.1.3.16) (Protein phosphatase X) (PP-X)","PPP4C PPP4 PPX","Homo sapiens (Human)","mean_length",307
"Serine/threonine-protein phosphatase 4 catalytic subunit (PP4C) (Pp4) (EC 3.1.3.16) (Protein phosphatase X) (PP-X)","PPP4C PPP4 PPX","Homo sapiens (Human)","mean_mass",35080
"Serine/threonine-protein phosphatase 5 (EC 3.1.3.16)","PAPP5 PP5 At2g42810 F7D19.19","Arabidopsis thaliana (Mouse-ear cress)","mean_length",538
"Serine/threonine-protein phosphatase 5 (EC 3.1.3.16)","PAPP5 PP5 At2g42810 F7D19.19","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",60283
"Serine/threonine-protein phosphatase PP1-beta catalytic subunit (PP-1B) (PPP1CD) (EC 3.1.3.16) (EC 3.1.3.53)","PPP1CB","Homo sapiens (Human)","mean_length",327
"Serine/threonine-protein phosphatase PP1-beta catalytic subunit (PP-1B) (PPP1CD) (EC 3.1.3.16) (EC 3.1.3.53)","PPP1CB","Homo sapiens (Human)","mean_mass",37187
"Serine/threonine/tyrosine-protein kinase HT1 (EC 2.7.10.1) (EC 2.7.11.1) (High leaf temperature protein 1)","HT1 SUU At1g62400 F24O1.13","Arabidopsis thaliana (Mouse-ear cress)","mean_length",390
"Serine/threonine/tyrosine-protein kinase HT1 (EC 2.7.10.1) (EC 2.7.11.1) (High leaf temperature protein 1)","HT1 SUU At1g62400 F24O1.13","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",44281
"Serpin B9 (Cytoplasmic antiproteinase 3) (CAP-3) (CAP3) (Peptidase inhibitor 9) (PI-9)","SERPINB9 PI9","Homo sapiens (Human)","mean_length",376
"Serpin B9 (Cytoplasmic antiproteinase 3) (CAP-3) (CAP3) (Peptidase inhibitor 9) (PI-9)","SERPINB9 PI9","Homo sapiens (Human)","mean_mass",42404
"Serrate RNA effector molecule","SE At2g27100 T20P8.15","Arabidopsis thaliana (Mouse-ear cress)","mean_length",720
"Serrate RNA effector molecule","SE At2g27100 T20P8.15","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",81098
"Shaggy-related protein kinase alpha (EC 2.7.11.1) (ASK-alpha) (Shaggy-related protein kinase 11) (AtSK11)","ASK1 SK11 At5g26751 F2P16.21","Arabidopsis thaliana (Mouse-ear cress)","mean_length",405
"Shaggy-related protein kinase alpha (EC 2.7.11.1) (ASK-alpha) (Shaggy-related protein kinase 11) (AtSK11)","ASK1 SK11 At5g26751 F2P16.21","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",46035
"Shaggy-related protein kinase eta (EC 2.7.11.1) (ASK-eta) (Protein BRASSINOSTEROID INSENSITIVE 2) (Protein ULTRACURVATA 1) (Shaggy-related protein kinase 21) (AtSK21)","ASK7 BIN2 DWF12 SK21 UCU1 At4g18710 F28A21.120","Arabidopsis thaliana (Mouse-ear cress)","mean_length",380
"Shaggy-related protein kinase eta (EC 2.7.11.1) (ASK-eta) (Protein BRASSINOSTEROID INSENSITIVE 2) (Protein ULTRACURVATA 1) (Shaggy-related protein kinase 21) (AtSK21)","ASK7 BIN2 DWF12 SK21 UCU1 At4g18710 F28A21.120","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",43099
"Shaggy-related protein kinase zeta (EC 2.7.11.1) (ASK-zeta) (Shaggy-related protein kinase 2-2) (AtSK2-2) (Shaggy-related protein kinase 23) (AtSK23)","ASK6 SK2-2 SK23 At2g30980 F7F1.19","Arabidopsis thaliana (Mouse-ear cress)","mean_length",412
"Shaggy-related protein kinase zeta (EC 2.7.11.1) (ASK-zeta) (Shaggy-related protein kinase 2-2) (AtSK2-2) (Shaggy-related protein kinase 23) (AtSK23)","ASK6 SK2-2 SK23 At2g30980 F7F1.19","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",46455
"Shikimate kinase 2, chloroplastic (AtSK2) (EC 2.7.1.71)","SK2 At4g39540 F23K16.170","Arabidopsis thaliana (Mouse-ear cress)","mean_length",300
"Shikimate kinase 2, chloroplastic (AtSK2) (EC 2.7.1.71)","SK2 At4g39540 F23K16.170","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",33777
"Short transient receptor potential channel 4 (TrpC4) (Trp-related protein 4) (hTrp-4) (hTrp4)","TRPC4","Homo sapiens (Human)","mean_length",977
"Short transient receptor potential channel 4 (TrpC4) (Trp-related protein 4) (hTrp-4) (hTrp4)","TRPC4","Homo sapiens (Human)","mean_mass",112101
"Short-chain dehydrogenase reductase ATA1 (EC 1.1.1.-) (Protein TAPETUM 1) (ATA1) (Tasselseed-2 homolog ATA1)","TA1 At3g42960 F18P9.120","Arabidopsis thaliana (Mouse-ear cress)","mean_length",272
"Short-chain dehydrogenase reductase ATA1 (EC 1.1.1.-) (Protein TAPETUM 1) (ATA1) (Tasselseed-2 homolog ATA1)","TA1 At3g42960 F18P9.120","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",28346
"Sigma factor binding protein 1, chloroplastic (AtsibI) (Sigma factor binding protein I) (SigA binding protein) (VQ motif-containing protein 23) (AtVQ23)","SIB1 VQ23 At3g56710 T8M16.40","Arabidopsis thaliana (Mouse-ear cress)","mean_length",151
"Sigma factor binding protein 1, chloroplastic (AtsibI) (Sigma factor binding protein I) (SigA binding protein) (VQ motif-containing protein 23) (AtVQ23)","SIB1 VQ23 At3g56710 T8M16.40","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",16862
"Signal peptidase complex catalytic subunit SEC11A (EC 3.4.21.89) (Endopeptidase SP18) (Microsomal signal peptidase 18 kDa subunit) (SPase 18 kDa subunit) (SEC11 homolog A) (SEC11-like protein 1) (SPC18)","SEC11A SEC11L1 SPC18 SPCS4A","Homo sapiens (Human)","mean_length",179
"Signal peptidase complex catalytic subunit SEC11A (EC 3.4.21.89) (Endopeptidase SP18) (Microsomal signal peptidase 18 kDa subunit) (SPase 18 kDa subunit) (SEC11 homolog A) (SEC11-like protein 1) (SPC18)","SEC11A SEC11L1 SPC18 SPCS4A","Homo sapiens (Human)","mean_mass",20625
"Signal recognition particle 14 kDa protein (SRP14) (18 kDa Alu RNA-binding protein)","SRP14","Homo sapiens (Human)","mean_length",136
"Signal recognition particle 14 kDa protein (SRP14) (18 kDa Alu RNA-binding protein)","SRP14","Homo sapiens (Human)","mean_mass",14570
"Signal recognition particle 43 kDa protein, chloroplastic (Chromo protein SRP43) (CpSRP43)","CAO CPSRP43 At2g47450 T30B22.25","Arabidopsis thaliana (Mouse-ear cress)","mean_length",373
"Signal recognition particle 43 kDa protein, chloroplastic (Chromo protein SRP43) (CpSRP43)","CAO CPSRP43 At2g47450 T30B22.25","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",41279
"Signal recognition particle subunit SRP54, chloroplastic (54 chloroplast protein) (54CP) (SRP54) (cpSRP54) (EC 3.6.5.4) (FFC) (Signal recognition particle 54 kDa protein, chloroplastic)","FFC CPSRP54 At5g03940 F8F6_150","Arabidopsis thaliana (Mouse-ear cress)","mean_length",564
"Signal recognition particle subunit SRP54, chloroplastic (54 chloroplast protein) (54CP) (SRP54) (cpSRP54) (EC 3.6.5.4) (FFC) (Signal recognition particle 54 kDa protein, chloroplastic)","FFC CPSRP54 At5g03940 F8F6_150","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",61232
"Signal recognition particle subunit SRP72 (SRP72) (Signal recognition particle 72 kDa protein)","SRP72","Homo sapiens (Human)","mean_length",671
"Signal recognition particle subunit SRP72 (SRP72) (Signal recognition particle 72 kDa protein)","SRP72","Homo sapiens (Human)","mean_mass",74606
"Signal transducer and activator of transcription 1-alpha/beta (Transcription factor ISGF-3 components p91/p84)","STAT1","Homo sapiens (Human)","mean_length",750
"Signal transducer and activator of transcription 1-alpha/beta (Transcription factor ISGF-3 components p91/p84)","STAT1","Homo sapiens (Human)","mean_mass",87335
"Signal transducer and activator of transcription 3 (Acute-phase response factor)","STAT3 APRF","Homo sapiens (Human)","mean_length",770
"Signal transducer and activator of transcription 3 (Acute-phase response factor)","STAT3 APRF","Homo sapiens (Human)","mean_mass",88068
"Signal transducer and activator of transcription 6 (IL-4 Stat)","STAT6","Homo sapiens (Human)","mean_length",847
"Signal transducer and activator of transcription 6 (IL-4 Stat)","STAT6","Homo sapiens (Human)","mean_mass",94135
"Single-strand DNA-binding protein (63.5 kDa virulence protein)","virE2 Atu6190 AGR_pTi_28","Agrobacterium fabrum (strain C58 / ATCC 33970) (Agrobacterium tumefaciens (strain C58))","mean_length",556
"Single-strand DNA-binding protein (63.5 kDa virulence protein)","virE2 Atu6190 AGR_pTi_28","Agrobacterium fabrum (strain C58 / ATCC 33970) (Agrobacterium tumefaciens (strain C58))","mean_mass",63345
"Single-stranded DNA-binding protein WHY2, mitochondrial (Protein WHIRLY 2) (AtWHY2)","WHY2 At1g71260 F3I17.9","Arabidopsis thaliana (Mouse-ear cress)","mean_length",238
"Single-stranded DNA-binding protein WHY2, mitochondrial (Protein WHIRLY 2) (AtWHY2)","WHY2 At1g71260 F3I17.9","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",26295
"Sirohydrochlorin ferrochelatase, chloroplastic (AtSirB) (EC 4.99.1.4)","SIRB At1g50170 F14I3.20","Arabidopsis thaliana (Mouse-ear cress)","mean_length",225
"Sirohydrochlorin ferrochelatase, chloroplastic (AtSirB) (EC 4.99.1.4)","SIRB At1g50170 F14I3.20","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",24925
"Sister-chromatid cohesion protein 3 (AtSCC3) (Stromalin protein)","SCC3 SA At2g47980 T9J23.3","Arabidopsis thaliana (Mouse-ear cress)","mean_length",1098
"Sister-chromatid cohesion protein 3 (AtSCC3) (Stromalin protein)","SCC3 SA At2g47980 T9J23.3","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",125759
"Sm-like protein LSM1B (AtLSM1b)","LSM1B At3g14080 MAG2.4","Arabidopsis thaliana (Mouse-ear cress)","mean_length",128
"Sm-like protein LSM1B (AtLSM1b)","LSM1B At3g14080 MAG2.4","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",14693
"Sm-like protein LSM2 (AtLSM2) (U6 snRNA-associated Sm-like protein LSM2)","LSM2 At1g03330 F15K9.7","Arabidopsis thaliana (Mouse-ear cress)","mean_length",93
"Sm-like protein LSM2 (AtLSM2) (U6 snRNA-associated Sm-like protein LSM2)","LSM2 At1g03330 F15K9.7","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",10694
"Sm-like protein LSM4 (AtLSM4) (Protein EMBRYO DEFECTIVE 1644) (U6 snRNA-associated Sm-like protein LSM4)","LSM4 EMB1644 At5g27720","Arabidopsis thaliana (Mouse-ear cress)","mean_length",129
"Sm-like protein LSM4 (AtLSM4) (Protein EMBRYO DEFECTIVE 1644) (U6 snRNA-associated Sm-like protein LSM4)","LSM4 EMB1644 At5g27720","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",14323
"Sm-like protein LSM5 (AtLSM5) (Protein SUPERSENSITIVE TO ABA AND DROUGHT 1) (AtSAD1) (U6 snRNA-associated Sm-like protein LSM5)","LSM5 SAD1 At5g48870 K24G6.21","Arabidopsis thaliana (Mouse-ear cress)","mean_length",88
"Sm-like protein LSM5 (AtLSM5) (Protein SUPERSENSITIVE TO ABA AND DROUGHT 1) (AtSAD1) (U6 snRNA-associated Sm-like protein LSM5)","LSM5 SAD1 At5g48870 K24G6.21","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",9658
"Sm-like protein LSM6A (AtLSM6A) (U6 snRNA-associated Sm-like protein LSM6A)","LSM6A At3g59810 F24G16.80","Arabidopsis thaliana (Mouse-ear cress)","mean_length",91
"Sm-like protein LSM6A (AtLSM6A) (U6 snRNA-associated Sm-like protein LSM6A)","LSM6A At3g59810 F24G16.80","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",9913
"Small GTPase LIP1 (Protein LIGHT INSENSITIVE PERIOD 1)","LIP1 At5g64813 MXK3.3","Arabidopsis thaliana (Mouse-ear cress)","mean_length",342
"Small GTPase LIP1 (Protein LIGHT INSENSITIVE PERIOD 1)","LIP1 At5g64813 MXK3.3","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",37741
"Small ribosomal subunit protein RACK1 (Cell proliferation-inducing gene 21 protein) (Guanine nucleotide-binding protein subunit beta-2-like 1) (Guanine nucleotide-binding protein subunit beta-like protein 12.3) (Human lung cancer oncogene 7 protein) (HLC-7) (Receptor for activated C kinase) (Receptor of activated protein C kinase 1) [Cleaved into: Small ribosomal subunit protein RACK1, N-terminally processed (Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed) (Receptor of activated protein C kinase 1, N-terminally processed)]","RACK1 GNB2L1 HLC7 PIG21","Homo sapiens (Human)","mean_length",317
"Small ribosomal subunit protein RACK1 (Cell proliferation-inducing gene 21 protein) (Guanine nucleotide-binding protein subunit beta-2-like 1) (Guanine nucleotide-binding protein subunit beta-like protein 12.3) (Human lung cancer oncogene 7 protein) (HLC-7) (Receptor for activated C kinase) (Receptor of activated protein C kinase 1) [Cleaved into: Small ribosomal subunit protein RACK1, N-terminally processed (Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed) (Receptor of activated protein C kinase 1, N-terminally processed)]","RACK1 GNB2L1 HLC7 PIG21","Homo sapiens (Human)","mean_mass",35077
"Small ribosomal subunit protein RACK1y (Guanine nucleotide-binding protein subunit beta-like protein B) (Receptor for activated C kinase 1B)","RACK1B At1g48630 F11I4.18 F9P7.2","Arabidopsis thaliana (Mouse-ear cress)","mean_length",326
"Small ribosomal subunit protein RACK1y (Guanine nucleotide-binding protein subunit beta-like protein B) (Receptor for activated C kinase 1B)","RACK1B At1g48630 F11I4.18 F9P7.2","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",35801
"Small ribosomal subunit protein cS23z (30S ribosomal protein 3-1, chloroplastic) (Plastid-specific 30S ribosomal protein 3-1) (PSRP-3 1)","At1g68590 F24J5.17","Arabidopsis thaliana (Mouse-ear cress)","mean_length",166
"Small ribosomal subunit protein cS23z (30S ribosomal protein 3-1, chloroplastic) (Plastid-specific 30S ribosomal protein 3-1) (PSRP-3 1)","At1g68590 F24J5.17","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",18472
"Small ribosomal subunit protein eS10x (40S ribosomal protein S10-3)","RPS10C At5g52650 F6N7.14","Arabidopsis thaliana (Mouse-ear cress)","mean_length",179
"Small ribosomal subunit protein eS10x (40S ribosomal protein S10-3)","RPS10C At5g52650 F6N7.14","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",19551
"Small ribosomal subunit protein eS10z (40S ribosomal protein S10-1)","RPS10A At4g25740 F14M19.20","Arabidopsis thaliana (Mouse-ear cress)","mean_length",177
"Small ribosomal subunit protein eS10z (40S ribosomal protein S10-1)","RPS10A At4g25740 F14M19.20","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",19447
"Small ribosomal subunit protein eS12 (40S ribosomal protein S12)","RPS12","Homo sapiens (Human)","mean_length",132
"Small ribosomal subunit protein eS12 (40S ribosomal protein S12)","RPS12","Homo sapiens (Human)","mean_mass",14515
"Small ribosomal subunit protein eS21 (40S ribosomal protein S21)","RPS21","Homo sapiens (Human)","mean_length",83
"Small ribosomal subunit protein eS21 (40S ribosomal protein S21)","RPS21","Homo sapiens (Human)","mean_mass",9111
"Small ribosomal subunit protein mL104 (rPPR9) (PPR PROTEIN LOCALIZED TO THE NUCLEUS AND MITOCHONDRIA 1) (Pentatricopeptide repeat-containing protein PNM1, mitochondrial)","PNM1 At5g60960 MSL3.8","Arabidopsis thaliana (Mouse-ear cress)","mean_length",521
"Small ribosomal subunit protein mL104 (rPPR9) (PPR PROTEIN LOCALIZED TO THE NUCLEUS AND MITOCHONDRIA 1) (Pentatricopeptide repeat-containing protein PNM1, mitochondrial)","PNM1 At5g60960 MSL3.8","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",59143
"Small ribosomal subunit protein uS13 (40S ribosomal protein S18) (Ke-3) (Ke3)","RPS18 D6S218E","Homo sapiens (Human)","mean_length",152
"Small ribosomal subunit protein uS13 (40S ribosomal protein S18) (Ke-3) (Ke3)","RPS18 D6S218E","Homo sapiens (Human)","mean_mass",17719
"Small ribosomal subunit protein uS17 (40S ribosomal protein S11)","RPS11","Homo sapiens (Human)","mean_length",158
"Small ribosomal subunit protein uS17 (40S ribosomal protein S11)","RPS11","Homo sapiens (Human)","mean_mass",18431
"Small ribosomal subunit protein uS2 (37 kDa laminin receptor precursor) (37LRP) (37/67 kDa laminin receptor) (LRP/LR) (40S ribosomal protein SA) (67 kDa laminin receptor) (67LR) (Colon carcinoma laminin-binding protein) (Laminin receptor 1) (LamR) (Laminin-binding protein precursor p40) (LBP/p40) (Multidrug resistance-associated protein MGr1-Ag) (NEM/1CHD4)","RPSA LAMBR LAMR1","Homo sapiens (Human)","mean_length",295
"Small ribosomal subunit protein uS2 (37 kDa laminin receptor precursor) (37LRP) (37/67 kDa laminin receptor) (LRP/LR) (40S ribosomal protein SA) (67 kDa laminin receptor) (67LR) (Colon carcinoma laminin-binding protein) (Laminin receptor 1) (LamR) (Laminin-binding protein precursor p40) (LBP/p40) (Multidrug resistance-associated protein MGr1-Ag) (NEM/1CHD4)","RPSA LAMBR LAMR1","Homo sapiens (Human)","mean_mass",32854
"Small ribosomal subunit protein uS7 (40S ribosomal protein S5) [Cleaved into: Small ribosomal subunit protein uS7, N-terminally processed (40S ribosomal protein S5, N-terminally processed)]","RPS5","Homo sapiens (Human)","mean_length",204
"Small ribosomal subunit protein uS7 (40S ribosomal protein S5) [Cleaved into: Small ribosomal subunit protein uS7, N-terminally processed (40S ribosomal protein S5, N-terminally processed)]","RPS5","Homo sapiens (Human)","mean_mass",22876
